province;red;green;blue;x;x
3276;128;159;171;Sergiyev Posad;x
3277;234;66;66;Kolomna;x
3278;234;39;177;Zalesye;x
3279;183;120;237;Lyskovo;x
3280;190;79;231;Mari;x
3281;243;53;187;Slobodskoy;x
3282;62;128;33;Sukhona;x
3283;134;154;24;BTPRemoved19for116;x
3284;227;148;90;Mezen;x
3285;174;150;111;Nenetsia;x
3286;210;57;151;BTPRemoved20for116;x
3287;105;225;204;Khazar Sea;x
3288;66;230;232;Khvalyn Sea;x
3289;59;182;183;Mazandaran Sea;x
3290;142;31;212;Mozhaisk;x
3291;114;175;20;Oskol;x
3292;165;60;181;Dortmund;x
3293;24;140;12;Selonia;x
3294;227;101;101;Valtellina;x
3295;213;89;209;Viterbo;x
3296;175;213;102;Tábor;x
3297;213;102;209;Valassko;x
3298;62;128;18;Ávila;x
3299;124;128;19;Segovia;x
3300;189;34;191;Guadalajara;x
3301;219;166;64;Vyazma;x
3302;10;116;7;Bakhmut;x
3303;103;253;255;Mologa;x
3304;219;32;114;UnusedLand114
3305;219;32;115;UnusedLand115
3306;219;32;116;UnusedLand116
3307;219;32;117;UnusedLand117
3308;219;32;118;UnusedLand118
3309;219;32;119;UnusedLand119
3310;219;32;120;UnusedLand120
3311;219;32;121;UnusedLand121
3312;219;32;122;UnusedLand122
3313;219;32;123;UnusedLand123
3314;219;32;124;UnusedLand124
3315;219;32;125;UnusedLand125
3316;219;32;126;UnusedLand126
3317;219;32;127;UnusedLand127
3318;219;32;128;UnusedLand128
3319;219;32;129;UnusedLand129
3320;219;32;130;UnusedLand130
3321;219;32;131;UnusedLand131
3322;219;32;132;UnusedLand132
3323;219;32;133;UnusedLand133
3324;219;32;134;UnusedLand134
3325;219;32;135;UnusedLand135
3326;219;32;136;UnusedLand136
3327;219;32;137;UnusedLand137
3328;219;32;138;UnusedLand138
3329;219;32;139;UnusedLand139
3330;219;32;140;UnusedLand140
3331;219;32;141;UnusedLand141
3332;219;32;142;UnusedLand142
3333;219;32;143;UnusedLand143
3334;219;32;144;UnusedLand144
3335;219;32;145;UnusedLand145
3336;219;32;146;UnusedLand146
3337;219;32;147;UnusedLand147
3338;219;32;148;UnusedLand148
3339;219;32;149;UnusedLand149
3340;219;32;150;UnusedLand150
3341;219;32;151;UnusedLand151
3342;219;32;152;UnusedLand152
3343;219;32;153;UnusedLand153
3344;219;32;154;UnusedLand154
3345;219;32;155;UnusedLand155
3346;219;32;156;UnusedLand156
3347;219;32;157;UnusedLand157
3348;219;32;158;UnusedLand158
3349;219;32;159;UnusedLand159
3350;219;32;160;UnusedLand160
3351;219;32;161;UnusedLand161
3352;219;32;162;UnusedLand162
3353;219;32;163;UnusedLand163
3354;219;32;164;UnusedLand164
3355;219;32;165;UnusedLand165
3356;219;32;166;UnusedLand166
3357;219;32;167;UnusedLand167
3358;219;32;168;UnusedLand168
3359;219;32;169;UnusedLand169
3360;219;32;170;UnusedLand170
3361;219;32;171;UnusedLand171
3362;219;32;172;UnusedLand172
3363;219;32;173;UnusedLand173
3364;219;32;174;UnusedLand174
3365;219;32;175;UnusedLand175
3366;219;32;176;UnusedLand176
3367;219;32;177;UnusedLand177
3368;219;32;178;UnusedLand178
3369;219;32;179;UnusedLand179
3370;219;32;180;UnusedLand180
3371;219;32;181;UnusedLand181
3372;219;32;182;UnusedLand182
3373;219;32;183;UnusedLand183
3374;219;32;184;UnusedLand184
3375;219;32;185;UnusedLand185
3376;219;32;186;UnusedLand186
3377;219;32;187;UnusedLand187
3378;219;32;188;UnusedLand188
3379;219;32;189;UnusedLand189
3380;219;32;190;UnusedLand190
3381;219;32;191;UnusedLand191
3382;219;32;192;UnusedLand192
3383;219;32;193;UnusedLand193
3384;219;32;194;UnusedLand194
3385;219;32;195;UnusedLand195
3386;219;32;196;UnusedLand196
3387;219;32;197;UnusedLand197
3388;219;32;198;UnusedLand198
3389;219;32;199;UnusedLand199
3390;219;32;200;UnusedLand200
3391;219;32;201;UnusedLand201
3392;219;32;202;UnusedLand202
3393;219;32;203;UnusedLand203
3394;219;32;204;UnusedLand204
3395;219;32;205;UnusedLand205
3396;219;32;206;UnusedLand206
3397;219;32;207;UnusedLand207
3398;219;32;208;UnusedLand208
3399;219;32;209;UnusedLand209
3400;219;32;210;UnusedLand210
3401;219;32;211;UnusedLand211
3402;219;32;212;UnusedLand212
3403;219;32;213;UnusedLand213
3404;219;32;214;UnusedLand214
3405;219;32;215;UnusedLand215
3406;219;32;216;UnusedLand216
3407;219;32;217;UnusedLand217
3408;219;32;218;UnusedLand218
3409;219;32;219;UnusedLand219
3410;219;32;220;UnusedLand220
3411;219;32;221;UnusedLand221
3412;219;32;222;UnusedLand222
3413;219;32;223;UnusedLand223
3414;219;32;224;UnusedLand224
3415;219;32;225;UnusedLand225
3416;219;32;226;UnusedLand226
3417;219;32;227;UnusedLand227
3418;219;32;228;UnusedLand228
3419;219;32;229;UnusedLand229
3420;219;23;120;RNW
3421;219;23;121;RNW
3422;219;23;122;RNW
3423;219;23;123;RNW
3424;219;23;124;RNW
3425;219;23;125;RNW
3426;219;23;126;RNW
3427;219;23;127;RNW
3428;219;23;128;RNW
3429;219;23;129;RNW
3430;219;23;130;RNW
3431;219;23;131;RNW
3432;219;23;132;RNW
3433;219;23;133;RNW
3434;219;23;134;RNW
3435;219;23;135;RNW
3436;219;23;136;RNW
3437;219;23;137;RNW
3438;219;23;138;RNW
3439;219;23;139;RNW
3440;219;23;140;RNW
3441;219;23;141;RNW
3442;219;23;142;RNW
3443;219;23;143;RNW
3444;219;23;144;RNW
3445;219;23;145;RNW
3446;219;23;146;RNW
3447;219;23;147;RNW
3448;219;23;148;RNW
3449;219;23;149;RNW
3450;219;23;150;RNW
3451;219;23;151;RNW
3452;219;23;152;RNW
3453;219;23;153;RNW
3454;219;23;154;RNW
3455;219;23;155;RNW
3456;219;23;156;RNW
3457;219;23;157;RNW
3458;219;23;158;RNW
3459;219;23;159;RNW
3460;219;23;160;RNW
3461;219;23;161;RNW
3462;219;23;162;RNW
3463;219;23;163;RNW
3464;219;23;164;RNW
3465;219;23;165;RNW
3466;219;23;166;RNW
3467;219;23;167;RNW
3468;219;23;168;RNW
3469;219;23;169;RNW
3470;219;23;170;RNW
3471;219;23;171;RNW
3472;219;23;172;RNW
3473;219;23;173;RNW
3474;219;23;174;RNW
3475;219;23;175;RNW
3476;219;23;176;RNW
3477;219;23;177;RNW
3478;219;23;178;RNW
3479;219;23;179;RNW
3480;219;23;180;RNW
3481;219;23;181;RNW
3482;219;23;182;RNW
3483;219;23;183;RNW
3484;219;23;184;RNW
3485;219;23;185;RNW
3486;219;23;186;RNW
3487;219;23;187;RNW
3488;219;23;188;RNW
3489;219;23;189;RNW
3490;219;23;190;RNW
3491;219;23;191;RNW
3492;219;23;192;RNW
3493;219;23;193;RNW
3494;219;23;194;RNW
3495;219;23;195;RNW
3496;219;23;196;RNW
3497;219;23;197;RNW
3498;219;23;198;RNW
3499;219;23;199;RNW
3500;219;23;200;RNW
3501;219;23;201;RNW
3502;219;23;202;RNW
3503;219;23;203;RNW
3504;219;23;204;RNW
3505;219;23;205;RNW
3506;219;23;206;RNW
3507;219;23;207;RNW
3508;219;23;208;RNW
3509;219;24;209;RNW
3510;219;24;210;RNW
3511;219;24;211;RNW
3512;219;24;212;RNW
3513;219;24;213;RNW
3514;219;24;214;RNW
3515;219;24;215;RNW
3516;219;24;216;RNW
3517;219;24;217;RNW
3518;219;24;218;RNW
3519;219;24;219;RNW
3520;219;24;220;RNW
3521;219;24;221;RNW
3522;219;24;222;RNW
3523;219;24;223;RNW
3524;219;24;224;RNW
3525;219;24;225;RNW
3526;219;24;226;RNW
3527;219;24;227;RNW
3528;219;24;228;RNW
3529;219;24;229;RNW
3530;219;24;230;RNW
3531;219;24;231;RNW
3532;219;24;232;RNW
3533;219;24;233;RNW
3534;219;24;234;RNW
3535;219;24;235;RNW
3536;219;24;236;RNW
3537;219;24;237;RNW
3538;219;24;238;RNW
3539;219;24;239;RNW
3540;219;24;240;RNW
3541;219;24;241;RNW
3542;219;24;242;RNW
3543;219;24;243;RNW
3544;219;24;244;RNW
3545;219;24;245;RNW
3546;219;24;246;RNW
3547;219;24;247;RNW
3548;219;24;248;RNW
3549;219;24;249;RNW
3550;219;24;150;RNW
3551;225;25;151;RNW
3552;225;25;152;RNW
3553;225;25;153;RNW
3554;225;25;154;RNW
3555;225;25;155;RNW
3556;225;25;156;RNW
3557;225;25;157;RNW
3558;225;25;158;RNW
3559;225;25;159;RNW
3560;225;25;160;RNW
3561;225;25;161;RNW
3562;225;25;162;RNW
3563;225;25;163;RNW
3564;225;25;164;RNW
3565;225;25;165;RNW
3566;225;25;166;RNW
3567;225;25;167;RNW
3568;225;25;168;RNW
3569;225;25;169;RNW
3570;225;25;170;RNW
3571;225;25;171;RNW
3572;225;25;172;RNW
3573;225;25;173;RNW
3574;225;25;174;RNW
3575;225;25;175;RNW
3576;225;25;176;RNW
3577;225;25;177;RNW
3578;225;25;178;RNW
3579;225;25;179;RNW
3580;225;25;180;RNW
3581;225;25;181;RNW
3582;225;25;182;RNW
3583;225;25;183;RNW
3584;225;25;184;RNW
3585;225;25;185;RNW
3586;225;25;186;RNW
3587;225;25;187;RNW
3588;225;25;188;RNW
3589;225;25;189;RNW
3590;225;25;190;RNW
3591;225;25;191;RNW
3592;225;25;192;RNW
3593;225;25;193;RNW
3594;225;25;194;RNW
3595;225;25;195;RNW
3596;225;25;196;RNW
3597;225;25;197;RNW
3598;225;25;198;RNW
3599;225;25;199;RNW
3600;225;25;200;RNW
3601;225;25;201;RNW
3602;225;25;202;RNW
3603;225;25;203;RNW
3604;225;25;204;RNW
3605;225;25;205;RNW
3606;225;25;206;RNW
3607;225;25;207;RNW
3608;225;25;208;RNW
3609;225;25;209;RNW
3600;225;25;200;RNW
3611;225;25;201;RNW
3612;225;25;202;RNW
3613;225;25;203;RNW
3614;225;25;204;RNW
3615;225;25;205;RNW
3616;225;25;206;RNW
3617;225;25;207;RNW
3618;225;25;208;RNW
3619;225;25;209;RNW
3620;100;10;120;RNW
3621;100;10;121;RNW
3622;100;10;122;RNW
3623;100;10;123;RNW
3624;100;10;124;RNW
3625;100;10;125;RNW
3626;100;10;126;RNW
3627;100;10;127;RNW
3628;100;10;128;RNW
3629;100;10;129;RNW
3630;100;10;130;RNW
3631;100;10;131;RNW
3632;100;10;132;RNW
3633;100;10;133;RNW
3634;100;10;134;RNW
3635;100;10;135;RNW
3636;100;10;136;RNW
3637;100;10;137;RNW
3638;100;10;138;RNW
3639;100;10;139;RNW
3640;100;10;140;RNW
3641;100;10;141;RNW
3642;100;10;142;RNW
3643;100;10;143;RNW
3644;100;10;144;RNW
3645;100;10;145;RNW
3646;100;10;146;RNW
3647;100;10;147;RNW
3648;100;10;148;RNW
3649;100;10;149;RNW
3650;100;10;150;RNW
3651;100;10;151;RNW
3652;100;10;152;RNW
3653;100;10;153;RNW
3654;100;10;154;RNW
3655;100;10;155;RNW
3656;100;10;156;RNW
3657;100;10;157;RNW
3658;100;10;158;RNW
3659;100;10;159;RNW
3660;100;10;160;RNW
3661;100;10;161;RNW
3662;100;10;162;RNW
3663;100;10;163;RNW
3664;100;10;164;RNW
3665;100;10;165;RNW
3666;100;10;166;RNW
3667;100;10;167;RNW
3668;100;10;168;RNW
3669;100;10;169;RNW
3670;100;10;170;RNW
3671;100;10;171;RNW
3672;100;10;172;RNW
3673;100;10;173;RNW
3674;100;10;174;RNW
3675;100;10;175;RNW
3676;100;10;176;RNW
3677;100;10;177;RNW
3678;100;10;178;RNW
3679;100;10;179;RNW
3680;100;10;180;RNW
3681;100;10;181;RNW
3682;100;10;182;RNW
3683;100;10;183;RNW
3684;100;10;184;RNW
3685;100;10;185;RNW
3686;100;10;186;RNW
3687;100;10;187;RNW
3688;100;10;188;RNW
3689;100;10;189;RNW
3690;100;10;190;RNW
3691;100;10;191;RNW
3692;100;10;192;RNW
3693;100;10;193;RNW
3694;100;10;194;RNW
3695;100;10;195;RNW
3696;100;10;196;RNW
3697;100;10;197;RNW
3698;100;10;198;RNW
3699;1;226;246;Water;NEP
3700;121;137;102;Andorra;
3701;82;209;79;Monaco;x
3702;102;52;52;San Marino;x
3703;51;98;71;Rugen;x
3704;100;36;126;Jan Mayen;x
3705;149;2;195;Kolgujew;x
3706;255;132;193;Yuzhny Island;x
3707;25;250;250;Gydanskij;x
3708;24;165;131;Dikson;x
3709;218;125;18;Norilsk;x
3710;133;145;131;Chatanga;x
3711;253;231;75;Olenok;x
3712;219;186;180;Tiksi;x
3713;49;56;101;Marcha;x
3714;214;92;203;Verchojansk;x
3715;153;207;86;Momskij;x
3716;249;2;151;Kolymskaja;x
3717;191;34;55;Karput;x
3718;81;152;72;Nutaku;x
3719;240;200;120;Aizu;x
3720;240;200;140;Kazusa;x
3721;240;220;80;Shinano;x
3722;240;220;140;Omi;x
3723;240;220;60;Ise;x
3724;240;200;160;Kii;x
3725;240;200;60;Bizen;x
3726;95;198;44;Iwami;x
3727;240;200;180;Iyo;x
3728;240;220;120;Hizen;x
3729;240;200;200;Higo;x
3730;240;200;100;Hyuga;x
3731;78;116;186;Amami;x
3732;111;104;142;Boujdour;AfricaStart
3733;248;128;209;Dakhla;x
3734;98;90;99;Nouamghar;x
3735;231;200;162;Zemmur;x
3736;217;68;85;F'derik (Fort Gouraud);x
3737;192;82;69;Atar;x
3738;171;39;61;Akjoujt;x
3739;102;204;148;Tidjikja;x
3740;126;5;160;Aouker;x
3741;77;23;196;Tindouf;x
3742;137;97;153;Yetti;x
3743;31;90;167;El Mareie;x
3744;202;236;197;Bechar;Part2
3745;50;57;151;Atlas Saharian;x
3746;148;84;34;Igli;x
3747;76;37;148;Erg Chech;x
3748;25;8;227;Tanezrouft;x
3749;217;208;54;Aoukarr;x
3750;38;16;241;Tamanrasset;x;
3751;45;5;244;Ifoghas;x;
3752;181;19;149;Amaggar;x
3753;114;60;231;Kidal Desert;x
3754;77;63;177;Talak;x
3755;64;152;44;Western Erg;x
3756;187;1;226;El Golea;x
3757;225;88;232;Tademait;x
3758;125;100;180;Hoggar;x;
3759;231;154;44;Tinrhert;x
3760;32;183;249;Eastern Erg;x
3761;78;96;41;Tunisian Desert;x
3762;104;240;249;Ghadames;x
3763;180;154;255;Hamada of Tinrhert;x
3764;104;170;20;Tassili-n-Ajjer;x
3765;182;74;35;Desert of Tripolis;x
3766;142;235;176;Hamada of Hamro;x
3767;48;107;123;Edri;x
3768;182;187;20;Dunes of Ubari;x
3769;31;213;202;Ghat;x;
3770;250;46;173;Tafassasset;x
3771;165;46;103;Tenere;x
3772;236;247;177;Haruj al Aswad;Part3
3773;133;113;6;Desert of Cirenaica;x
3774;91;126;36;Sarir;x;
3775;173;51;117;Calanscio;x
3776;230;91;156;Rebiana;x
3777;49;17;250;Kufra;x;
3778;254;200;131;Desert of Tibesi;x
3779;48;148;247;Tibesti;x;
3780;108;22;53;Borku;x;
3781;172;140;235;Erg of Bilma;x
3782;35;191;200;Bodele;x
3783;14;244;32;Faya;x;
3784;30;251;179;Nubian Desert;x
3785;102;233;246;Siwa;x;
3786;64;143;211;Farafra;x;
3787;147;254;165;Dakhla;x;
3788;18;118;217;Dungui;x
3789;195;131;207;Selima;x
3790;35;35;138;El'Altrun;x
3791;48;104;97;Desert of Sudan;x
3792;103;107;217;Kababish;x
3793;29;144;137;Tembakounda;Part4
3794;128;79;211;Malinke;x
3795;151;26;27;Touradan;x
3796;5;157;133;Baoule;x
3797;241;119;222;Bamileke;x;
3798;191;196;212;Bassa;x;
3799;195;143;190;Adamawa;x;
3800;129;211;145;Mum;x;
3801;157;160;87;Bane;x;
3802;57;139;207;Woleu-Ntem;x;
3803;77;24;24;Mpongwe;x;
3804;245;147;47;Bagirmi;x;
3805;149;127;198;Baya;x;
3806;44;162;232;Boumba;x;
3807;47;59;135;Kota;x;
3808;224;177;76;Mbede;x;
3809;64;104;56;Teke;x;
3810;89;25;17;Dar Runga;x;
3811;255;224;124;Banda;x;
3812;251;199;40;Bwaka;x;
3813;252;185;85;Ubangi;x;
3814;251;110;79;Ngala;x;
3815;115;118;103;Lulonga;x;
3816;187;50;251;Mongo;x;
3817;214;166;80;Tshuapa;x;
3818;154;225;25;Sankuru;x;
3819;47;140;214;Dar Foor;x;
3820;239;22;5;Wau;x;
3821;231;88;67;Azande;x;
3822;80;108;242;Dinka;x;
3823;231;30;246;Uele;x;
3824;160;93;60;Kibali;x;
3825;37;65;118;Basoko;x;
3826;209;236;109;Ituri;x;
3827;225;105;93;Maniema;x;
3828;191;51;206;Kivu;x
3829;148;108;84;Nuba;x;
3830;112;239;84;Nuer;x;
3831;49;250;161;Mongalla;x;
3832;184;86;246;Boma;x;
3833;240;155;137;Turkana;x
3834;191;134;121;Sibiloi;x
3835;77;19;44;Nandi;x
3836;163;136;141;Galla;x
3837;197;22;86;Kunene;Part5
3838;61;212;4;Skeleton Coast;x
3839;149;60;164;Ovamboland;x
3840;234;90;223;Cape Cross;x
3841;63;187;44;Damaraland;x
3842;87;30;21;Angra Pequena;x
3843;243;149;233;Namaland;x
3844;123;167;17;Kuando;x
3845;110;195;118;Lozi;x
3846;16;134;128;Kavango;x
3847;197;123;135;Okawango;x
3848;154;135;88;Kalahari;x
3849;226;177;109;Molopo;x
3850;135;6;166;Barotse;x
3851;237;157;77;Sowa;x
3852;240;182;254;Bechuana;x
3853;121;75;191;Ngwato;x
3854;177;156;110;Transvaal;x
3855;188;73;53;Griqua;x
3856;145;5;167;Zulu;x
3857;42;122;46;Nabire;PACIFIC-Start
3858;122;80;78;Jayapura;x
3859;124;73;124;Seim;x
3860;24;71;75;Thalanyji;AUS
3861;146;40;157;Ngarluma;x
3862;200;222;112;Nyangumarda;x
3863;234;62;204;Nyikina;x
3864;23;32;23;Ngarinyin;x
3865;183;30;21;Doolboong;x
3866;45;163;119;Tharrgari;x
3867;34;108;146;Ngalawangka;x
3868;124;194;31;Palyku;x
3869;111;139;222;Watjarri;x
3870;230;50;201;Kuwarra;x
3871;220;238;132;Kalaamaya;x
3872;33;70;180;Wangkathaa;x
3873;203;24;254;Nyaki-Nyaki;x
3874;31;174;23;Noongar;x
3875;246;49;69;Ngatjumay;x
3876;92;231;31;Goreng;x
3877;91;116;116;Ngatjumay;x
3878;232;65;116;Mirning;x
3879;57;225;128;Jaru;x
3880;252;180;210;Gurinji;x
3881;60;27;176;Mudburra;x
3882;122;54;192;Mara;x
3883;12;25;29;Garawa;x
3884;101;0;54;Ngarti;x
3885;89;247;39;Warlpiri;x
3886;31;237;203;Warumungu(Tennant Creek);x
3887;150;246;36;Gunindiri;x
3888;32;191;43;Kurtjar;x
3889;88;249;97;Alyawarre;x
3890;245;227;25;Wakaya;x
3891;192;149;101;Kalkadoon(Mount Isa);x
3892;68;192;91;Yirandali;x
3893;95;160;155;Maiawali;x
3894;112;116;1;Gangulu;x
3895;124;133;76;Luritja(Papunya);x
3896;252;237;53;Arrente(Alice Springs);x
3897;178;174;200;Antakarinja;x
3898;115;102;212;Ngamini;x
3899;92;101;134;Wadjigu;x
3900;102;102;102;Mandandanji;x
3901;254;45;180;Wuli Wuli;x
3902;165;100;112;Gubbi Gubbi;x
3903;104;103;88;Andyamathanha;x
3904;79;133;1;Kooma;x
3905;36;84;221;Bigambul;ENdd
3906;210;10;10;Kokatha;x
3907;232;159;65;Wirangu;x
3908;228;225;231;Kuyani;x
3909;48;235;81;Dieri;x
3910;42;44;46;Nawu;x
3911;179;206;69;Ngargad;x
3912;200;108;80;Ngadjuri;x
3913;76;110;128;Meru;x
3914;184;24;24;Danggali;x
3915;173;203;252;Wathaurong;x
3916;177;9;13;Djadjawurung;x
3917;200;255;200;Kulin;x
3918;255;177;177;Gippsland;x
3919;250;247;153;Gunai;x
3920;167;153;250;Bidwell;x
3921;58;116;57;Ngarigo;x
3922;227;234;30;Gundunggurra;x
3923;105;46;46;Biripi;x
3924;100;165;108;Gumbainggin;x
3925;221;210;36;Wailwan;x
3926;9;177;124;East Wiradjuri;x
3927;41;238;37;Wemba Wemba;x
3928;100;106;74;Taungurong;x
3929;250;153;247;Jaitmatang;wasteINC
3930;243;239;175;Great Sandy Desert;x
3931;21;46;234;Little Sandy Desert;x
3932;126;68;159;Gibson Desert;x
3933;209;15;99;Great Victoria Desert;x
3934;211;123;109;Simpson Desert;x
3935;137;197;238;Lake Argyle;x
3936;48;62;218;Lake Mackay(Wilkinkarra);x
3937;16;61;121;Lake Eyre;x
3938;121;2;199;Lake Everard;x
3939;113;160;230;Lake Gairdner;x
3940;165;189;251;Lake Torrens;x
3941;59;25;160;Lake Frome;x
3942;208;99;72;Tabatinga;SouthA
3943;134;48;124;Tefe;x
3944;113;40;133;Tapaua;x
3945;43;146;149;Sierra del Divisor(Pucallpa);x
3946;218;16;108;Acre(Tarauaca,Feijo);x
3947;193;119;105;Rio Branco;x
3948;140;3;93;Manupiri(Riberalta);x
3949;100;59;235;Mapinguari(Porto Velho);x
3950;49;19;154;Rondonia(Ariquemes);x
3951;138;190;100;Juina;x
3952;185;110;216;Jamanxim(Novo Progresso);x
3953;115;37;63;Colider;x
3954;157;74;127;Rendencao;x
3955;184;11;7;Tucuma;x
3956;131;176;152;Rio Uapes;Waste
3957;5;66;196;Rio Pure;x
3958;164;118;4;Serra do Araca;x
3959;175;139;161;Oriximina;x
3960;136;30;37;Atalaia;x
3961;30;12;130;Pauini;x
3962;175;2;236;Rio Purus;x
3963;107;147;190;Juruena;x
3964;236;162;72;Serra do Pardo;x
3965;105;233;230;Alto Purus;x
3966;131;54;73;Madre de Dios;x
3967;100;13;167;RNW
3968;100;13;168;RNW
3969;100;13;169;RNW
3970;100;13;170;RNW
3971;100;13;171;RNW
3972;100;13;172;RNW
3973;100;13;173;RNW
3974;100;13;174;RNW
3975;100;13;175;RNW
3976;100;13;176;RNW
3977;100;13;177;RNW
3978;100;13;178;RNW
3979;100;13;179;RNW
3980;100;13;180;RNW
3981;100;13;181;RNW
3982;100;13;182;RNW
3983;100;13;183;RNW
3984;100;13;184;RNW
3985;100;13;185;RNW
3986;100;13;186;RNW
3987;100;13;187;RNW
3988;100;13;188;RNW
3989;100;13;189;RNW
3990;100;13;190;RNW
3991;100;13;191;RNW
3992;100;13;192;RNW
3993;100;13;193;RNW
3994;100;13;194;RNW
3995;100;13;195;RNW
3996;100;13;196;RNW
3997;100;13;197;RNW
3998;100;13;198;RNW
3999;100;13;199;RNW
4000;100;14;100;RNW
4001;100;14;101;RNW
4002;100;14;102;RNW
4003;100;14;103;RNW
4004;100;14;104;RNW
4005;100;14;105;RNW
4006;100;14;106;RNW
4007;100;14;107;RNW
4008;100;14;108;RNW
4009;100;14;109;RNW
4010;100;14;110;RNW
4011;100;14;111;RNW
4012;100;14;112;RNW
4013;100;14;113;RNW
4014;100;14;114;RNW
4015;100;14;115;RNW
4016;100;14;116;RNW
4017;100;14;117;RNW
4018;100;14;118;RNW
4019;100;14;119;RNW
4020;239;204;149;Comoros
4021;244;97;32;Antankara
4022;217;166;43;Iboina
4023;142;185;186;Tsimihety
4024;100;201;61;Maroantsetra
4025;38;83;21;Vatomandry
4026;169;74;32;Antemoro
4027;215;80;147;Betsileo
4028;79;160;47;Mahafaly
4029;139;53;205;Antanosy
4030;185;135;224;Bara
4031;201;54;85;Antsalova
4032;222;145;161;Fiherana
4033;217;108;129;Al Qadirif
4034;155;61;79;Makua
4035;227;164;55;Ngindo
4036;234;204;150;Wayao
4037;200;19;117;Katsekera
4038;49;155;99;Lolo
4039;38;234;130;Lundu
4040;44;52;201;Kalonga
4041;145;165;177;Kinga
4042;220;30;106;Makonde
4043;171;67;109;Phangwa
4044;219;159;183;Ngonde
4045;44;123;42;Tumbuka
4046;106;189;104;Lala
4047;33;220;28;Nsenga
4048;225;80;159;Lomwe
4049;123;127;208;Ibo
4050;210;164;53;Luangwa
4051;46;174;176;Ewaso Ngiro
4052;28;134;135;Dawa
4053;208;113;137;Turkana
4054;57;112;35;Kuria
4055;169;127;77;Shamba
4056;234;32;70;Gogo
4057;78;126;60;Nyatura
4058;30;188;53;Zigua
4059;215;196;132;Shaga
4060;215;17;73;Kikuyu
4061;141;193;135;Buzinza
4062;57;208;42;Basoga
4063;203;160;93;Karagwe
4064;172;118;32;Buganda
4065;220;52;0;Bunyoro
4066;187;203;173;Ndorwe
4067;133;213;62;Nduga
4068;97;177;26;Buzozo
4069;28;191;70;Bushubi
4070;219;44;196;Nkoma
4071;207;205;37;Buyogoma
4072;181;113;48;Ruguru
4073;227;125;26;Hehe
4074;239;192;146;Pubungo
4075;191;117;46;Lango
4076;53;152;36;Muhambwe
4077;145;76;136;Rukwa
4078;219;94;40;Mayumba;
4079;220;158;209;Ngoyo;
4080;120;115;207;Soyo;
4081;82;225;176;Tyo;
4082;217;90;204;Kasanje;
4083;217;173;199;Shinje;
4084;32;114;111;Malem;
4085;87;220;115;Yaka;
4086;219;217;53;Nunu;
4087;52;121;25;Kumbana;
4088;213;60;93;Munene;
4089;96;201;25;Kuba;
4090;219;217;76;Songye;
4091;101;224;33;Mpasu;
4092;140;15;150;Rund;
4093;150;15;175;Lwena;
4094;160;15;200;Chokwe;
4095;170;15;100;Ishindi;
4096;180;15;150;Kalundwe;
4097;190;15;175;Luba;
4098;200;15;200;Upemba;
4099;210;15;100;Hemba;
4100;220;15;150;Luapala;
4101;230;15;175;Lualaba;
4102;240;15;200;Bemba;
4103;250;15;100;Tabwa;
4104;207;15;150;Lamba;
4105;207;15;175;Kusu;
4106;207;15;200;Lenje;
4107;197;15;100;Kanongesha;
4108;207;15;100;Kaonde;
4109;197;15;150;Lega;
4110;231;127;43;Sutherland;x
4111;119;212;150;Saintonge;x
4112;157;124;213;Aurilac;x
4113;103;160;108;Uleaborg;x
4114;145;85;134;;Luleå;x
4115;156;39;189;Mazyr;x
4116;119;162;166;Belyov;x
4117;205;163;151;Bezhetsk;x
4118;180;212;180;Desmond;x
4119;177;112;53;Sligo;x
4120;160;91;132;Kildare;x
4121;185;241;202;Ulster;x
4122;43;136;207;Shenkursk;x
4123;43;106;43;Birkaland;x
4124;109;195;109;Kexholm;x
4125;210;205;68;Szolnok;x
4126;229;71;55;Bacs;x
4127;146;198;217;Turda;x
4128;142;201;142;Kiralyföld;x
4129;53;164;53;Ust-Vym;x
4130;222;47;96;Somerset;x
4131;227;54;54;Nanbu;x
4132;70;229;231;Mweru;x
4133;88;239;241;Kivu;x
4134;103;216;217;Rutanzige;x
4135;139;230;231;Lake Albert;x
4136;45;225;227;Zaysan;x
4137;79;222;224;Alakol;x
4138;40;196;198;Issyk-Kul;x
4139;54;54;236;Oulujärvi;x
4140;34;34;210;Saimaa;x
4141;207;42;19;Ditmarschen;x
4142;198;219;57;Aarhus;x
4143;127;186;98;Smålenene;x
4144;222;69;44;Bratsberg;x
4145;201;191;169;Agdesiden;x
4146;225;223;19;Jotenheimen;x
4147;74;217;74;Rostov;x
4148;222;151;200;Luki;x
4149;44;184;44;Kolding;x
4150;145;151;212;Évora;x
4151;208;10;168;Kuusamo;x
4152;113;153;0;Enare;x
4153;225;223;21;Scandes;x
4154;225;223;23;Pyrenees;x
4155;225;223;25;Carpathians;x
4156;225;223;27;Caucasus;x
4157;225;223;29;The Alps;x
4158;117;150;26;Janjero;x
4159;237;230;38;Alps2;x
4160;224;220;117;Alps3;x
4161;208;202;39;Alps4;x
4162;231;224;22;Alps5;x
4163;220;144;23;Elfsborg;x
4164;150;213;76;Dalsland;x
4165;220;78;202;Göinge;x
4166;54;157;76;Tiohärad/Värend;x
4167;195;207;97;High Atlas;x
4168;135;142;79;High Atlas2;x
4169;222;203;239;Aures;x
4170;111;33;184;Zagros;x
4171;176;122;149;Abarquh;x
